address,latitude,longitude
Grand Ave,41.891676,-87.627665
California Ave,41.883343,-87.696348
Cicero Ave,41.881365,-87.745317
Ohio St,41.892388,-87.634088
115th St,41.6853,-87.624481
Ogden Ave,41.864394,-87.687068
Addison St,41.946727,-87.69064
Armitage Ave,41.917591,-87.686072
87th St,41.735341,-87.693452
83rd St,41.742583,-87.696869
Montrose Ave,41.961351,-87.68578
Madison St,41.881522,-87.66285
Addison Ave,41.94592,-87.763269
Addison Ave,41.945317,-87.804172
Austin Ave,41.944582,-87.776451
Austin Ave,41.929097,-87.775895
Austin Ave,41.9588,-87.776967
Austin Ave,41.911962,-87.775313
Belmont Ave,41.938587,-87.765389
Belmont Ave,41.937984,-87.811297
Belmont Ave,41.938129,-87.797524
Canal St,41.881585,-87.639674
Canfield Ave,41.988233,-87.822826
Central Ave,41.944085,-87.766693
Central Ave,41.982967,-87.768342
Central Ave,41.925775,-87.766054
Central Ave,41.958566,-87.767179
Central Ave,41.911538,-87.765585
Cicero Ave,41.972925,-87.747914
Cumberland Ave,41.941973,-87.836292
Cumberland Ave,41.976269,-87.836617
Cumberland Ave,41.986101,-87.836581
Cumberland Ave,41.955399,-87.836687
Devon Ave,41.996885,-87.8202
Devon Ave,41.997401,-87.782852
Diversey Ave,41.930851,-87.797915
Diversey Ave,41.931117,-87.777627
East River Rd,41.987853,-87.846528
East River Rd,41.973131,-87.846512
Elston Ave,41.973886,-87.749542
Forest Preserve Ave,41.939787,-87.837966
Forest Preserve Ave,41.957636,-87.799463
Foster Ave,41.975575,-87.797008
Foster Ave,41.975664,-87.78048
Foster Ave,41.975186,-87.760787
Fullerton Ave,41.923882,-87.77227
Grand Ave,41.923538,-87.802753
Harlem Ave,41.933229,-87.806554
Harlem Ave,41.94802,-87.807101
Harlem Ave,41.91366,-87.805925
Harlem Ave,41.988647,-87.806885
Harlem Ave,42.013794,-87.806611
Higgins Ave,41.9715,-87.771937
Higgins Ave,41.982088,-87.813919
Irving Park Rd,41.953095,-87.773638
Irving Park Rd,41.952742,-87.799221
Laramie Ave,41.942383,-87.756806
Laramie Ave,41.924963,-87.756176
Laramie Ave,41.912823,-87.755782
Lawrence Ave,41.967757,-87.764167
Lincoln Ave,41.988587,-87.704352
Montrose Ave,41.960111,-87.790501
Narragansett Ave,41.948239,-87.786356
Narragansett Ave,41.932832,-87.785749
Narragansett Ave,41.920893,-87.785358
Narragansett Ave,41.962045,-87.786866
Oak Park Ave,41.937284,-87.795671
Peterson Ave,41.990126,-87.750526
Touhy Ave,42.011663,-87.808726
Wacker Dr,41.8807,-87.636735
Western Ave,41.986477,-87.689538
Addison Ave,41.94665,-87.70393
Addison Ave,41.946193,-87.741344
Armitage Ave,41.917263,-87.71828
Armitage Ave,41.917357,-87.710662
Armitage Ave,41.917017,-87.73874
Belmont Ave,41.939303,-87.710743
Belmont Ave,41.93923,-87.716135
Belmont Ave,41.938878,-87.743194
Belmont Ave,41.939398,-87.696701
Belmont Ave,41.939113,-87.725535
California Ave,41.980023,-87.699055
California Ave,41.950326,-87.698137
California Ave,41.918317,-87.697223
California Ave,42.016379,-87.699636
Central Park Ave,41.913289,-87.716646
Diversey Ave,41.932037,-87.705896
Diversey Ave,41.931846,-87.722476
Diversey Ave,41.931576,-87.743265
Foster Ave,41.975838,-87.696482
Fullerton Ave,41.924561,-87.720455
Fullerton Ave,41.924266,-87.74431
Fullerton Ave,41.924726,-87.705876
Irving Park Rd,41.953576,-87.734092
Irving Park Rd,41.953936,-87.70545
Irving Park Rd,41.953695,-87.724462
Kedzie Ave,41.970273,-87.708529
Kimball Ave,41.98049,-87.713663
Kimball Ave,41.94751,-87.71274
Kimball Ave,41.92195,-87.712021
Kostner Ave,41.921651,-87.736467
Lawrence Ave,41.968506,-87.702152
Lawrence Ave,41.968165,-87.734816
Milwaukee Ave,41.931324,-87.711125
Montrose Ave,41.961009,-87.722889
North Ave,41.910184,-87.700364
North Ave,41.909944,-87.720823
North Ave,41.910066,-87.710829
Pulaski Rd,41.918169,-87.72659
Pulaski Rd,41.94889,-87.727471
Roosevelt Rd,41.866196,-87.723436
Addison Ave,41.947109,-87.661464
Addison Ave,41.947284,-87.651946
Addison Ave,41.946768,-87.6857
Armitage Ave,41.91781,-87.674797
Armitage Ave,41.918245,-87.644208
Armitage Ave,41.91812,-87.652282
Ashland Ave,41.945925,-87.668832
Ashland Ave,41.974889,-87.669587
Belmont Ave,41.939715,-87.667324
Belmont Ave,41.939866,-87.657012
Belmont Ave,41.939496,-87.684693
Broadway,41.938295,-87.644341
Broadway,41.955468,-87.651123
Broadway,41.974157,-87.659809
Bryn Mawr Ave,41.983656,-87.658134
Clark St,41.993674,-87.670135
Clybourn Ave,41.929133,-87.674504
Damen Ave,41.938823,-87.678334
Damen Ave,41.956405,-87.678823
Damen Ave,41.970422,-87.679234
Damen Ave,41.914612,-87.677552
Diversey Ave,41.932395,-87.669002
Foster Ave,41.97636,-87.657362
Fullerton Ave,41.925199,-87.664619
Halsted St,41.919237,-87.648548
Irving Park Rd,41.95443,-87.658524
Irving Park Rd,41.954136,-87.680217
Lakeview Ave,41.93136,-87.639326
Lawrence Ave,41.968951,-87.66443
Lawrence Ave,41.969057,-87.657171
Lawrence Ave,41.968642,-87.687081
Lincoln Ave,41.920951,-87.642481
Lincoln Ave,41.960186,-87.68299
Marine Dr,41.971671,-87.650428
Milwaukee Ave,41.911246,-87.678799
Montrose Ave,41.961538,-87.673156
North Ave,41.910853,-87.652267
Racine Ave,41.942424,-87.659044
Racine Ave,41.927677,-87.65853
Ridge Ave,41.987636,-87.666618
Sheridan Rd,42.00351,-87.660816
Sheridan Rd,41.972386,-87.654903
Southport Ave,41.92249,-87.663226
Western Ave,41.948031,-87.688293
Western Ave,41.921642,-87.687537
Western Ave,41.972841,-87.689047
Western Ave,41.913995,-87.687313
Ashland Ave,41.870413,-87.666487
Augusta Blvd,41.898376,-87.773856
Austin Ave,41.868169,-87.774229
Austin Ave,41.883496,-87.77476
Central Ave,41.892407,-87.765299
Central Park Ave,41.871785,-87.715588
Cicero Ave,41.869875,-87.744879
Washington St,41.882972,-87.689807
Washington St,41.883208,-87.634482
Washington St,41.883107,-87.649602
Washington St,41.881907,-87.724652
Wells St,41.90718,-87.634588
Wells St,41.891353,-87.634063
Wells St,41.881401,-87.633811
Western Ave,41.900187,-87.686957
Western Ave,41.893685,-87.68678
Western Ave,41.876083,-87.686271
18th St,41.857903,-87.659605
26th St,41.844328,-87.718582
26th St,41.844137,-87.732725
Damen Ave,41.8702,-87.676347
Division St,41.902488,-87.73753
Division St,41.90223,-87.75738
Halsted St,41.87346,-87.647091
Harrison St,41.872939,-87.755447
Kostner Ave,41.908631,-87.736272
Kostner Ave,41.870966,-87.735136
Kostner Ave,41.884822,-87.735612
Lake St,41.887117,-87.753983
Laramie Ave,41.869233,-87.754655
Laramie Ave,41.889649,-87.755407
Madison St,41.880108,-87.773266
Madison St,41.880537,-87.741833
Racine Ave,41.871676,-87.656828
Roosevelt Rd,41.865714,-87.759312
Roosevelt Rd,41.866377,-87.708143
26th St,41.845685,-87.620482
31st St,41.838197,-87.634579
31st St,41.838327,-87.624762
47th St,41.809005,-87.637985
51st St,41.801796,-87.633948
59th St,41.787212,-87.634206
63rd St,41.779917,-87.634498
63rd St,41.78018,-87.618854
Adams St,41.879037,-87.658396
Adams St,41.879284,-87.641796
Adams St,41.879377,-87.634436
Adams St,41.879125,-87.652799
Archer Ave,41.852403,-87.635761
Ashland Ave,41.89604,-87.667289
Ashland Ave,41.906421,-87.667574
Ashland Ave,41.876934,-87.666676
Augusta Blvd,41.899087,-87.718638
Augusta Blvd,41.899615,-87.67336
Augusta Blvd,41.899222,-87.703584
Canal St,41.885079,-87.639827
Central Park Ave,41.891097,-87.716199
Central Park Ave,41.879533,-87.715851
Cermak Rd,41.852872,-87.620534
Chicago Ave,41.895439,-87.718427
Chicago Ave,41.896292,-87.653604
Chicago Ave,41.895673,-87.693867
Clark St,41.889469,-87.631064
Clark St,41.873368,-87.630642
Clark St,41.881592,-87.630875
Clark St,41.892773,-87.631157
Clark St,41.869119,-87.630476
Clinton St,41.8852,-87.641298
Clinton St,41.880534,-87.64115
Columbus Dr,41.87138,-87.620556
Congress Pkwy,41.875611,-87.630673
Congress Pkwy,41.875684,-87.626134
Damen Ave,41.895021,-87.677026
Damen Ave,41.877446,-87.676545
Damen Ave,41.908546,-87.677409
Damen Ave,41.88276,-87.676677
Dearborn St,41.889784,-87.629599
Dearborn St,41.880734,-87.629368
Division St,41.902739,-87.718482
Division St,41.902958,-87.693225
Division St,41.903778,-87.639261
Division St,41.903168,-87.678437
Franklin St,41.890003,-87.713444
Garfield Blvd,41.794149,-87.633657
Grand Ave,41.891001,-87.66523
Grand Ave,41.891791,-87.62091
Grand Ave,41.905556,-87.724905
Grand Ave,41.893314,-87.694126
Grand Ave,41.890693,-87.684779
Halsted St,41.892362,-87.647604
Halsted St,41.876932,-87.647211
Halsted St,41.884845,-87.64745
Homan Ave,41.892668,-87.71135
Homan Ave,41.872269,-87.710736
Indiana Ave,41.853372,-87.622268
Indiana Ave,41.782759,-87.620541
Jackson Blvd,41.877521,-87.688801
Jackson Blvd,41.877258,-87.712307
Jackson Blvd,41.877989,-87.643682
Jackson Blvd,41.878111,-87.634405
Jackson Blvd,41.877853,-87.652996
Kedzie Ave,41.892841,-87.706475
Lake St,41.885625,-87.649854
Lake St,41.884665,-87.685501
La Salle St,41.890186,-87.632548
La Salle St,41.880972,-87.632336
Madison St,41.881427,-87.668678
Madison St,41.881657,-87.65456
Madison St,41.881836,-87.642708
Michigan Ave,41.866034,-87.624114
Michigan Ave,41.859365,-87.623968
Michigan Ave,41.838343,-87.623444
Michigan Ave,41.795074,-87.622477
Michigan Ave,41.782937,-87.622164
Michigan Ave,41.873905,-87.624218
Michigan Ave,41.881365,-87.624349
Michigan Ave,41.893982,-87.624231
Milwaukee Ave,41.903687,-87.667
Ogden Ave,41.894073,-87.656489
Ohio St,41.892439,-87.630272
Ohio St,41.892579,-87.621433
Orleans St,41.902872,-87.637416
Pulaski Rd,41.898079,-87.726166
Pulaski Rd,41.875691,-87.725497
Pulaski Rd,41.881938,-87.725706
Pulaski Rd,41.907466,-87.726445
Racine Ave,41.880487,-87.657103
Randolph St,41.884466,-87.634637
Randolph St,41.884359,-87.650176
Randolph St,41.884431,-87.643422
Sacramento Ave,41.886224,-87.70135
Sacramento Ave,41.879204,-87.701155
State St,41.859198,-87.627233
State St,41.854398,-87.627117
State St,41.838301,-87.626773
State St,41.796139,-87.62574
State St,41.784837,-87.625446
State St,41.896924,-87.628206
State St,41.873424,-87.627576
Van Buren St,41.87665,-87.648742
Wabash Ave,41.890636,-87.626681
Wabash Ave,41.88133,-87.626189
Wacker Dr,41.878077,-87.636914
Wacker Dr,41.886817,-87.630054
Wacker Dr,41.884486,-87.637068
Warren Blvd,41.882074,-87.687892
Warren Blvd,41.882362,-87.668041
31st St,41.838156,-87.689438
31st St,41.836974,-87.719101
Ashland Ave,41.863688,-87.666307
Blue Island Ave,41.847901,-87.677408
Central Park Ave,41.852621,-87.715027
Central Park Ave,41.846067,-87.714837
Cermak Rd,41.851632,-87.717386
Cermak Rd,41.851353,-87.738835
Halsted St,41.851922,-87.646473
Homan Ave,41.83815,-87.709739
Kedzie Ave,41.831089,-87.704652
Kostner Ave,41.854103,-87.734588
Ogden Ave,41.857111,-87.707844
Pulaski Rd,41.846235,-87.72462
Pulaski Rd,41.852808,-87.724789
Roosevelt Rd,41.866765,-87.67545
Roosevelt Rd,41.866958,-87.659
Western Ave,41.856527,-87.685756
47th St,41.808188,-87.699833
47th St,41.807974,-87.715402
51st St,41.800719,-87.710993
55th St,41.792767,-87.76029
59th St,41.786225,-87.704698
63rd St,41.777719,-87.778939
63rd St,41.778536,-87.73304
63rd St,41.779187,-87.688569
71st St,41.764348,-87.70478
79th St,41.749395,-87.724323
87th St,41.7348,-87.724651
Archer Ave,41.793573,-87.77629
Archer Ave,41.792242,-87.78702
Archer Ave,41.815505,-87.701939
Archer Ave,41.813362,-87.705427
California Ave,41.780847,-87.69344
California Ave,41.824905,-87.694671
Cicero Ave,41.814595,-87.743349
Cicero Ave,41.746457,-87.741218
Cicero Ave,41.752545,-87.741477
Columbus Ave,41.738019,-87.718381
Elston Ave,41.962199,-87.73154
Grand Ave,41.891218,-87.645288
Harlem Ave,41.783408,-87.80116
Kedzie Ave,41.80691,-87.703942
Kedzie Ave,41.762976,-87.702744
Lake St,41.88529,-87.722446
Lake St,41.885733,-87.63502
Marquette St,41.771809,-87.694212
Marquette Rd,41.771311,-87.727968
Narragansett Ave,41.778562,-87.781296
Ontario St,41.893383,-87.621457
Pulaski Rd,41.816892,-87.723904
Pulaski Rd,41.797723,-87.72329
Pulaski Rd,41.73879,-87.721569
Western Ave,41.827315,-87.684942
26th St,41.845422,-87.6394
31st St,41.837896,-87.657173
35th St,41.830349,-87.678909
63rd St,41.779574,-87.657079
75th St,41.758139,-87.630684
79th St,41.750277,-87.669454
83rd St,41.742964,-87.671446
83rd St,41.743578,-87.629307
Archer Ave,41.832267,-87.674585
Ashland Ave,41.813049,-87.665083
Ashland Ave,41.796974,-87.664663
Ashland Ave,41.7445,-87.663291
Damen Ave,41.760212,-87.673413
Damen Ave,41.83206,-87.675321
Halsted St,41.836075,-87.646231
Halsted St,41.741618,-87.64378
Loomis St,41.739048,-87.658288
Marquette Rd,41.772283,-87.657646
Morgan St,41.828474,-87.65091
Morgan St,41.791415,-87.649947
Pershing Rd,41.823185,-87.662505
Racine Ave,41.810881,-87.655209
Racine Ave,41.770301,-87.654254
Racine Ave,41.859764,-87.65648
Western Ave,41.78592,-87.683819
31st St,41.838445,-87.615498
Pershing Rd,41.82387,-87.614241
43rd St,41.816788,-87.608238
47th St,41.809405,-87.615129
51st St,41.802583,-87.583711
71st St,41.766026,-87.58112
79th St,41.751887,-87.554734
Burley Ave,41.739248,-87.54536
Commercial Ave,41.738684,-87.551457
Cottage Grove Ave,41.825153,-87.607512
Cottage Grove Ave,41.788454,-87.606097
Jeffery Ave,41.774091,-87.57604
Jeffery Ave,41.763008,-87.576233
Jeffery Ave,41.747333,-87.575907
Dr Martin Luther King Jr Dr,41.821807,-87.616942
Dr Martin Luther King Jr Dr,41.742807,-87.614706
Lake Park Ave,41.796495,-87.587413
Midway Plaissance,41.78652,-87.596845
Stony Island Ave,41.785625,-87.586582
87th St,41.735581,-87.679036
Caldwell Ave,42.000958,-87.774562
Cicero Ave,41.994184,-87.748337
Devon Ave,41.997323,-87.758573
Montrose Ave,41.960698,-87.749607
Pulaski Rd,41.973067,-87.728161
107th St,41.699831,-87.626661
111th St,41.692571,-87.624189
115th St,41.685103,-87.640375
119th St,41.677599,-87.656654
127th St,41.663388,-87.618884
130th St,41.659124,-87.612421
Cottage Grove Ave,41.698187,-87.608616
Halsted St,41.700823,-87.642645
Halsted St,41.665826,-87.641508
Dr Martin Luther King Jr Dr,41.693802,-87.613403
Michigan Ave,41.705358,-87.620496
Wentworth Ave,41.687214,-87.627744
103rd St,41.706956,-87.639881
112th St,41.69183,-87.531879
130th St,41.659177,-87.552112
87th St,41.73739,-87.550512
87th St,41.737064,-87.575072
95th St,41.722709,-87.55587
95th St,41.722445,-87.577141
Avenue O,41.696434,-87.54009
Jeffery Ave,41.731433,-87.575581
Jeffery Ave,41.720377,-87.575308
Dr Martin Luther King Jr Dr,41.723931,-87.614195
Macknaw Ave,41.735654,-87.543033
Michigan Ave,41.711481,-87.619985
103rd St,41.706174,-87.702769
103rd St,41.706445,-87.677175
103rd St,41.706811,-87.654128
107th St,41.699096,-87.6777
111th St,41.691254,-87.724362
111th St,41.691591,-87.698873
115th St,41.684346,-87.695367
87th  St,41.736141,-87.642399
95th ST,41.721653,-87.629162
95th St,41.721244,-87.660284
Pulaski Rd,41.707206,-87.720975
Western Ave,41.701118,-87.681455
Western Ave,41.685379,-87.680954
Stony Island Ave,41.757869,-87.585712
95th St,41.722773,-87.550305
Vincennes Ave,41.761077,-87.629988
Western Ave,41.804938,-87.684364
South Chicago Ave,41.739994,-87.569589
Michigan Ave,41.887944,-87.624537
Michigan Lower Ave,41.888071,-87.624601
Wabash Ave,41.888062,-87.626842
State St,41.887471,-87.628001
Dearborn St,41.886932,-87.629531
Clark St,41.886935,-87.631008
La Salle St,41.886928,-87.632484
Wells St,41.886932,-87.633964
Franklin St,41.886855,-87.635441
Lake St,41.885725,-87.636864
Randolph St,41.884455,-87.637906
Washington St,41.883192,-87.638103
Madison St,41.881895,-87.638745
Monroe St,41.880605,-87.638285
Adams St,41.879353,-87.636437
Jackson Blvd,41.878068,-87.637659
Van Buren St,41.876771,-87.639623
Wacker Dr,41.876342,-87.636323
Wacker Dr (lower),41.876142,-87.636377
Franklin St,41.875561,-87.635138
Wells St,41.876584,-87.633684
Financial PL,41.87559,-87.633082
La Salle St,41.876358,-87.631755
Federal St,41.875841,-87.629701
Dearborn St,41.876483,-87.629253
Plymouth CT,41.876735,-87.628733
State St,41.876904,-87.627651
Wabash Ave,41.876452,-87.626044
Michigan Ave,41.876241,-87.624273
Congress Plaza Dr,41.876222,-87.623366
Jackson Dr,41.87831,-87.622407
Monroe St,41.88085,-87.622687
Randolph St,41.884434,-87.623595
Lake St,41.885784,-87.622306
South Water Lower St,41.88673,-87.623929
South Water Upper Ave,41.886919,-87.621577
Wacker(upper) Dr,41.888169,-87.62409
Wacker Lower Dr,41.888302,-87.623405
Stony Island Ave,41.764923,-87.585887
Cornell Dr,41.778752,-87.585085
57th Dr,41.792663,-87.582231
Lake Shore Dr,41.797484,-87.580352
Coast Guard Dr,41.777523,-87.575589
Jeffery Ave,41.767951,-87.576347
Ashland Ave,41.834721,-87.665668
Ashland Ave,41.853135,-87.666031
109th St,41.696116,-87.632637
97th St,41.71796,-87.632971
101st St,41.710698,-87.632871
Granville Ave,41.994513,-87.663898
Lake Shore Dr,41.787818,-87.577818
Western Ave (frontage rd),41.941149,-87.688219
